case,x,y,county,co_char,city,trafid1,trafid2
44,-122.65321670000002,45.69933055600001,11,Clark,0,CR-NE HWY 99,
45,-120.4347028,46.440602778,77,Yakima,0,CR-HOFFER RD,HORSCHEL RD
45,-120.4347028,46.440602778,77,Yakima,0,CR-HOFFER RD,HORSCHEL RD
47,-122.46318329999998,47.178144444,53,Pierce,2230,S HOSMER ST,
48,-122.32505829999998,47.601622221999996,33,King,1960,I-5 CD16563,
49,-120.33739720000001,47.408872222,7,Chelan,2460,SKYLINE DR,
49,-120.33739720000001,47.408872222,7,Chelan,2460,SKYLINE DR,
50,-117.4615639,47.926269444,63,Spokane,0,US-395,
50,-117.4615639,47.926269444,63,Spokane,0,US-395,
51,-123.16701940000002,47.100013888999996,45,Mason,0,SR-108,
52,-117.5336972,47.68670555600001,63,Spokane,0,CR-N OLD TRAILS RD,
52,-117.5336972,47.68670555600001,63,Spokane,0,CR-N OLD TRAILS RD,
53,-122.5598111,47.276427778,53,Pierce,0,SR-16 RAMP P100847,
54,-122.9048,46.267747222,15,Cowlitz,0,CR-BULAND DR,
55,-122.34498059999999,47.723188889,33,King,1960,SR-99,
56,-122.16473329999998,47.312566667,33,King,0,CR-SE AUBURN BLACK DIAMOND,
56,-122.16473329999998,47.312566667,33,King,0,CR-SE AUBURN BLACK DIAMOND,
56,-122.16473329999998,47.312566667,33,King,0,CR-SE AUBURN BLACK DIAMOND,
57,-122.07109170000001,47.916086111000006,61,Snohomish,0,US-2 LX00851,88TH ST SE
58,-120.5048083,46.390180556000004,77,Yakima,0,CR-MCDONALD RD,
59,-120.45243329999998,46.37545,77,Yakima,0,CR-FORT RD,
60,-122.1550583,47.274994443999994,33,King,100,SR-164,ACADEMY DR
61,-120.25757220000001,46.950369443999996,37,Kittitas,0,I-90,
62,-122.1909722,47.666633333,33,King,1050,NE 68TH ST,112TH AVE NE
63,-122.30408329999999,47.160741666999996,53,Pierce,1770,9TH ST SW,S HILL PARK DR
63,-122.30408329999999,47.160741666999996,53,Pierce,1770,9TH ST SW,S HILL PARK DR
63,-122.30408329999999,47.160741666999996,53,Pierce,1770,9TH ST SW,S HILL PARK DR
64,-122.04795559999998,48.530194443999996,57,Skagit,0,SR-20,
65,-122.31929170000001,47.594072222,33,King,1960,I-90,
65,-122.31929170000001,47.594072222,33,King,1960,I-90,
66,-123.10716670000001,46.848922222,67,Thurston,0,CR-GATE RD SW,
67,-123.6290028,46.976563889,27,Grays Harbor,0,US-12,
67,-123.6290028,46.976563889,27,Grays Harbor,0,US-12,
68,-122.52095829999999,47.139352778,53,Pierce,1124,I-5,
68,-122.52095829999999,47.139352778,53,Pierce,1124,I-5,
69,-122.64518329999999,47.814736111,35,Kitsap,0,SR-3,
69,-122.64518329999999,47.814736111,35,Kitsap,0,SR-3,
69,-122.64518329999999,47.814736111,35,Kitsap,0,SR-3,
70,-121.9844,47.966077778,61,Snohomish,0,CR-183RD AVE SE,
70,-121.9844,47.966077778,61,Snohomish,0,CR-183RD AVE SE,
71,-122.2783611,48.156455556000004,61,Snohomish,0,SR-531,
72,-122.67708329999999,45.692894444,11,Clark,0,CR-NW 99TH ST,
72,-122.67708329999999,45.692894444,11,Clark,0,CR-NW 99TH ST,
73,-122.296875,45.623744443999996,11,Clark,0,CR-NE WASHOUGAL RIVER,
73,-122.296875,45.623744443999996,11,Clark,0,CR-NE WASHOUGAL RIVER,
74,-122.0241889,47.659472222,33,King,0,CR-236TH AVE NE,
75,-122.46348059999998,47.225502778,53,Pierce,2230,I-5,
76,-122.52167779999999,47.604841666999995,35,Kitsap,111,LOVGREEN RD,
77,-122.20566940000002,47.924775,61,Snohomish,690,BROADWAY,
78,-122.66183889999999,45.679911111,11,Clark,0,CR-NE HWY 99,
79,-122.644125,46.849008333,67,Thurston,0,CR-VAIL CUTOFF RD SE,
79,-122.644125,46.849008333,67,Thurston,0,CR-VAIL CUTOFF RD SE,
80,-122.055525,47.480522222,33,King,0,CR-SE MAY VALLEY RD,
81,-121.9768722,47.903583333,61,Snohomish,0,CR-CHAIN LAKE RD,
82,-119.1638722,46.25976944399999,21,Franklin,1660,I-182,
83,-122.3146889,47.273263889,33,King,735,I-5,
84,-122.5881861,47.504983333,35,Kitsap,0,SR-160,
85,-122.24739440000002,47.38136944399999,33,King,1030,SR-181,W MEEKER ST
85,-122.24739440000002,47.38136944399999,33,King,1030,SR-181,W MEEKER ST
86,-122.05733329999998,47.388061111000006,33,King,0,SR-18,
86,-122.05733329999998,47.388061111000006,33,King,0,SR-18,
87,-121.87763329999999,47.875044444,61,Snohomish,0,CR-FLORENCE ACRES RD,
88,-122.23503329999998,47.488286111,33,King,0,CR-RENTON AVE S,S 128TH ST
88,-122.23503329999998,47.488286111,33,King,0,CR-RENTON AVE S,S 128TH ST
89,-122.27679440000001,47.485,33,King,2310,S 133RD ST,
90,-121.9002722,47.921216666999996,61,Snohomish,0,CR-WOODS CREEK RD,
91,-122.19133889999999,48.289019444,61,Snohomish,0,SR-9,
92,-117.38515559999999,47.440177778,63,Spokane,0,US-195,
93,-122.19215279999999,47.336808333,33,King,100,112TH AVE SE,SE 296TH ST
94,-122.78263329999999,48.11375,31,Jefferson,1720,19TH ST,LANDES ST
96,-122.37849170000001,47.140241667,53,Pierce,0,CR-VICKERY AVE E,128TH ST E
96,-122.37849170000001,47.140241667,53,Pierce,0,CR-VICKERY AVE E,128TH ST E
97,-120.56549720000001,46.373144444,77,Yakima,0,CR-HARRAH DRAIN RD,
98,-122.896225,46.188825,15,Cowlitz,0,I-5,
98,-122.896225,46.188825,15,Cowlitz,0,I-5,
98,-122.896225,46.188825,15,Cowlitz,0,I-5,
99,-122.26780559999999,47.07455,53,Pierce,0,CR-200TH ST E,
100,-121.89319440000001,45.73241388899999,59,Skamania,0,CG-2100,
101,-117.73338059999999,47.64348055600001,63,Spokane,0,US-2,WOOD RD
101,-117.73338059999999,47.64348055600001,63,Spokane,0,US-2,WOOD RD
102,-119.98245829999999,47.242069443999995,25,Grant,0,SR-28,
103,-122.2637778,47.375675,33,King,0,SR-516,
103,-122.2637778,47.375675,33,King,0,SR-516,
103,-122.2637778,47.375675,33,King,0,SR-516,
103,-122.2637778,47.375675,33,King,0,SR-516,
104,-118.81148610000001,47.085852778,1,Adams,0,I-90,
105,-122.82541940000002,48.033483333,31,Jefferson,0,SR-20,
106,-122.4209361,47.180002778,53,Pierce,2230,MCKINLEY AVE E,
106,-122.4209361,47.180002778,53,Pierce,2230,MCKINLEY AVE E,
107,-118.27858329999998,46.053119444,71,Walla Walla,0,CR-RUSSELL CREEK,
108,-122.98358059999998,46.997702778000004,67,Thurston,0,CR-BLACK LAKE BLVD,
108,-122.98358059999998,46.997702778000004,67,Thurston,0,CR-BLACK LAKE BLVD,
109,-123.00675,47.104736111,67,Thurston,0,CR-STEAMBOAT ISLAND RD,
110,-122.64665829999998,47.586580556,35,Kitsap,0,TRACYTON BEACH RD,
111,-120.65892779999999,47.466266667,7,Chelan,0,US-97,
112,-119.52384170000002,48.367238889,47,Okanogan,0,CR-CAMERON LK OMAKLK RD,
113,-123.01204440000001,47.981566666999996,9,Clallam,0,WOODS RD,
114,-117.3889028,47.65335,63,Spokane,2110,E 3RD,S PERRY
115,-122.30470559999999,48.4019,57,Skagit,1410,LITTLE MOUNTAIN RD,
115,-122.30470559999999,48.4019,57,Skagit,1410,LITTLE MOUNTAIN RD,
116,-117.88129440000002,48.45935,65,Stevens,0,US-395,
117,-117.81096940000002,47.9353,65,Stevens,0,RESERVATION RD,
118,-123.0521111,46.833705556000005,67,Thurston,0,CR-SARGENT RD SW,
119,-117.3646722,47.714875,63,Spokane,2110,FRANCIS AVE,MARKET ST
119,-117.3646722,47.714875,63,Spokane,2110,FRANCIS AVE,MARKET ST
119,-117.3646722,47.714875,63,Spokane,2110,FRANCIS AVE,MARKET ST
120,-122.28505,47.662827778,33,King,1960,SR-513,40TH AVE NE
120,-122.28505,47.662827778,33,King,1960,SR-513,40TH AVE NE
121,-122.3165972,47.502961111000005,33,King,229,GLENDALE WAY S,
121,-122.3165972,47.502961111000005,33,King,229,GLENDALE WAY S,
122,-119.1997861,46.18896388899999,5,Benton,1020,CREEKSTONE DR,
123,-122.3120944,47.315163889,33,King,735,S 320TH ST,
124,-122.2983278,47.408494444,33,King,1958,SR-99,
124,-122.2983278,47.408494444,33,King,1958,SR-99,
124,-122.2983278,47.408494444,33,King,1958,SR-99,
125,-122.59962220000001,45.736713888999994,11,Clark,0,CR-NE 159TH ST,NE 72ND AVE
125,-122.59962220000001,45.736713888999994,11,Clark,0,CR-NE 159TH ST,NE 72ND AVE
126,-120.7000222,45.922827778,39,Klickitat,0,US-97,LOWER ROAD
126,-120.7000222,45.922827778,39,Klickitat,0,US-97,LOWER ROAD
127,-122.3201,48.949508333000004,73,Whatcom,0,SR-9,
128,-123.0772389,46.95499444399999,67,Thurston,0,CR-SHERMAN VALLEY RD SW,
129,-122.2886111,47.740758333,33,King,1107,SR-522,
130,-123.5499111,48.111680556,9,Clallam,0,CR-ELWHA RIVER RD,CROWN Z WATER RD
131,-122.42089440000001,47.206347222,53,Pierce,2230,E MCKINLEY AVE,E 56TH ST
131,-122.42089440000001,47.206347222,53,Pierce,2230,E MCKINLEY AVE,E 56TH ST
132,-122.2128889,47.429616667,33,King,1830,TALBOT RD S,
133,-120.5278,45.838302778,39,Klickitat,0,CR-BICKLETON HWY,
134,-121.15024720000001,48.711977778000005,73,Whatcom,0,SR-20,
135,-122.7349722,48.993708333,73,Whatcom,150,SR-543,
135,-122.7349722,48.993708333,73,Whatcom,150,SR-543,
136,-117.73336940000002,47.643452778000004,63,Spokane,0,US-2,N WOOD
136,-117.73336940000002,47.643452778000004,63,Spokane,0,US-2,N WOOD
137,-119.11344170000001,46.416355556000006,21,Franklin,0,CR-GLADE RD N,DOGWOOD RD
137,-119.11344170000001,46.416355556000006,21,Franklin,0,CR-GLADE RD N,DOGWOOD RD
138,-122.329825,47.606802778,33,King,1960,I-5,
139,-122.54041389999999,46.966836111000006,53,Pierce,0,CR-320TH ST S,
139,-122.54041389999999,46.966836111000006,53,Pierce,0,CR-320TH ST S,
140,-119.11605559999998,46.248561111,21,Franklin,1660,I-182,
140,-119.11605559999998,46.248561111,21,Franklin,1660,I-182,
141,-122.70118329999998,45.848983333,11,Clark,1080,I-5,
142,-122.5144028,45.672166667,11,Clark,2370,NE FOURTH PLAIN BLVD,
143,-119.14312220000001,46.203094443999994,5,Benton,1020,S RAINIER ST,W 6TH ST
144,-122.2983861,48.420969443999994,57,Skagit,1410,E DIVISION ST,
145,-117.3872889,47.670636111,63,Spokane,2110,E SINTON AVE,
146,-117.33313059999999,47.653933333000005,63,Spokane,2113,I-90 RAMP 090S128446,
146,-117.33313059999999,47.653933333000005,63,Spokane,2113,I-90 RAMP 090S128446,
146,-117.33313059999999,47.653933333000005,63,Spokane,2113,I-90 RAMP 090S128446,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
147,-122.6197722,47.857219443999995,31,Jefferson,0,SR-104,
148,-122.75156940000001,47.059322222,67,Thurston,1102,MARTIN WAY E,
149,-122.63739440000002,45.626013889,11,Clark,2370,E EVERGREEN BLVD,
150,-117.1275278,47.700408333,63,Spokane,0,CR-WELLESLEY AVE,
151,-119.28369440000002,46.25905,5,Benton,1850,I-182,
151,-119.28369440000002,46.25905,5,Benton,1850,I-182,
152,-119.24387220000001,46.212363888999995,5,Benton,1850,STEPTOE ST,CENTER PKWY
152,-119.24387220000001,46.212363888999995,5,Benton,1850,STEPTOE ST,CENTER PKWY
153,-122.335375,47.251213889,53,Pierce,1350,SR-99,PORTER WAY
153,-122.335375,47.251213889,53,Pierce,1350,SR-99,PORTER WAY
154,-118.72309720000001,47.860997221999995,43,Lincoln,0,SR-21,
155,-123.87272220000001,46.972575,27,Grays Harbor,930,BAY AVE,22ND ST
156,-122.5261222,47.12125,53,Pierce,1124,150TH ST SW,WOODBROOK DR SW
157,-122.4108778,47.240566666999996,53,Pierce,2230,E 26TH,PORTLAND AVE
157,-122.4108778,47.240566666999996,53,Pierce,2230,E 26TH,PORTLAND AVE
158,-122.2245111,48.570472222,57,Skagit,0,SR-9,
159,-122.1324111,47.627869444,33,King,109,156TH AVE NE,NE 20TH ST
160,-119.8327139,47.272066667,25,Grant,0,CR-ROAD P NW,
161,-122.6029389,48.4457,57,Skagit,0,SR-20,CAMPBELL LAKE RD
161,-122.6029389,48.4457,57,Skagit,0,SR-20,CAMPBELL LAKE RD
162,-122.55864720000001,45.61871944399999,11,Clark,2370,I-205 RAMP S502801,
162,-122.55864720000001,45.61871944399999,11,Clark,2370,I-205 RAMP S502801,
162,-122.55864720000001,45.61871944399999,11,Clark,2370,I-205 RAMP S502801,
163,-122.6196111,48.801077778,73,Whatcom,0,CR-LUMMI SHORE DR,
165,-122.61465279999999,47.359105556,53,Pierce,800,SR-16,
165,-122.61465279999999,47.359105556,53,Pierce,800,SR-16,
166,-120.4125361,47.48713888899999,7,Chelan,0,US-2,EASY ST
166,-120.4125361,47.48713888899999,7,Chelan,0,US-2,EASY ST
167,-120.99029170000001,47.186086111,37,Kittitas,0,I-90,
167,-120.99029170000001,47.186086111,37,Kittitas,0,I-90,
168,-117.6566639,47.828563888999994,63,Spokane,0,CR-SOUTH BANK RD,
169,-122.18946389999999,47.288252778,33,King,100,SR-164,FIR ST E
170,-122.3156472,47.205136111,53,Pierce,1770,SR-167,
170,-122.3156472,47.205136111,53,Pierce,1770,SR-167,
170,-122.3156472,47.205136111,53,Pierce,1770,SR-167,
171,-117.4134389,47.654566667,63,Spokane,2110,US-2 CO BROWNE,S BROWNE
172,-122.69510559999999,47.071144444,53,Pierce,0,CR-NISQUALLY RD SW,
172,-122.69510559999999,47.071144444,53,Pierce,0,CR-NISQUALLY RD SW,
173,-122.28776670000002,48.920608333000004,73,Whatcom,0,CR-GOODWIN RD,
174,-122.0996111,47.315761111,33,King,0,CR-KENT BLACK DIAMOND RD,
175,-122.4634611,45.583066667,11,Clark,240,SR-14,
176,-120.705575,48.501322222,7,Chelan,0,SR-20,
177,-118.10185829999999,46.288052778,13,Columbia,0,US-12,
177,-118.10185829999999,46.288052778,13,Columbia,0,US-12,
177,-118.10185829999999,46.288052778,13,Columbia,0,US-12,
178,-122.76775829999998,46.955275,67,Thurston,0,CR-SPURGEON CREEK RD SE,
179,-122.4409222,48.004019443999994,29,Island,0,SR-525,
179,-122.4409222,48.004019443999994,29,Island,0,SR-525,
180,-122.64254440000002,45.61851944399999,11,Clark,2370,SR-14,
181,-122.7972111,47.058508333,67,Thurston,1102,I-5,
181,-122.7972111,47.058508333,67,Thurston,1102,I-5,
182,-122.53700559999999,47.631269444,35,Kitsap,111,FINCH RD NE,
183,-122.22990829999999,47.360836111000005,33,King,0,CR-E VALLEY HWY S,
184,-122.3762139,47.637672222,33,King,1960,15TH AVE W,W ARMORY
185,-122.30865,47.202513888999995,53,Pierce,1770,SR-167,
185,-122.30865,47.202513888999995,53,Pierce,1770,SR-167,
186,-122.3693417,47.698036111,33,King,1960,HOLMAN RD NW,
187,-122.3027389,47.19411388899999,53,Pierce,1770,W STEWART,
188,-122.88349440000002,46.744916667,41,Lewis,0,CR-TEITZEL RD,
189,-122.21676670000001,48.212530556000004,61,Snohomish,0,I-5,
190,-122.18360829999999,48.05185555600001,61,Snohomish,1280,SR-528,I-5
190,-122.18360829999999,48.05185555600001,61,Snohomish,1280,SR-528,I-5
191,-122.78083889999999,47.018158333,67,Thurston,1102,CR-CARPENTER RD SE,32ND AVE SE
192,-122.44396940000001,47.159175,53,Pierce,0,CR-108TH ST S,
193,-121.55667779999999,48.300838889,57,Skagit,0,SR-530,
194,-122.5412389,47.871438889,35,Kitsap,0,CR-HANSVILLE RD NE,NE LITTLE BOSTON RD
194,-122.5412389,47.871438889,35,Kitsap,0,CR-HANSVILLE RD NE,NE LITTLE BOSTON RD
195,-122.18844720000001,48.515291667,57,Skagit,0,CR-MINKLER RD,PEAVEY RD
195,-122.18844720000001,48.515291667,57,Skagit,0,CR-MINKLER RD,PEAVEY RD
196,-122.33378059999998,47.248358333,53,Pierce,0,I-5,
197,-121.8881889,47.487305556,33,King,0,SR-18,
197,-121.8881889,47.487305556,33,King,0,SR-18,
198,-122.27124440000001,47.463744444,33,King,2310,SR-518,
198,-122.27124440000001,47.463744444,33,King,2310,SR-518,
199,-122.59079720000001,45.640166666999995,11,Clark,2370,NE BURTON RD,NE 81ST AVE
200,-122.884725,47.060066667,67,Thurston,1590,BETHEL ST NE,ETHRIDGE AVE NE
200,-122.884725,47.060066667,67,Thurston,1590,BETHEL ST NE,ETHRIDGE AVE NE
201,-120.50707779999999,46.957,37,Kittitas,0,I-82,
202,-122.02623059999999,47.376625,33,King,1264,SR-169,SE 251ST ST
202,-122.02623059999999,47.376625,33,King,1264,SR-169,SE 251ST ST
202,-122.02623059999999,47.376625,33,King,1264,SR-169,SE 251ST ST
203,-122.44500559999999,48.748152778000005,73,Whatcom,110,WOBURN ST,
204,-119.62597779999999,46.246530556,5,Benton,0,I-82,
205,-123.35485829999999,48.102927778,9,Clallam,0,US-101,
205,-123.35485829999999,48.102927778,9,Clallam,0,US-101,
206,-120.1019222,47.326561111000004,7,Chelan,0,CR-COLOCKUM RD,
207,-122.0701389,47.936486111,61,Snohomish,0,US-2,
207,-122.0701389,47.936486111,61,Snohomish,0,US-2,
207,-122.0701389,47.936486111,61,Snohomish,0,US-2,
207,-122.0701389,47.936486111,61,Snohomish,0,US-2,
208,-122.20821940000002,47.293716667,33,King,100,R ST SE,17TH ST SE
209,-122.1302639,45.596330556000005,59,Skamania,0,SR-14,
210,-122.4723139,47.204630556000005,53,Pierce,2230,S OAKES ST,S 58TH ST
210,-122.4723139,47.204630556000005,53,Pierce,2230,S OAKES ST,S 58TH ST
211,-122.34905,47.315177778,33,King,735,SW 320TH ST,
212,-119.27746940000002,46.289361111000005,5,Benton,1850,JADWIN AVE,SYMONS ST
213,-122.3134389,47.549683333000004,33,King,1960,I-5 RAMP 005Q116177,
214,-120.58578059999999,46.592769444,77,Yakima,2590,TIETON DR,S 58TH AVE
214,-120.58578059999999,46.592769444,77,Yakima,2590,TIETON DR,S 58TH AVE
214,-120.58578059999999,46.592769444,77,Yakima,2590,TIETON DR,S 58TH AVE
215,-117.24104170000001,48.306672221999996,51,Pend Oreille,0,CR-LECLERC RD S,
216,-122.32528329999998,47.527558333,33,King,1960,SR-99,
217,-122.2583611,48.500797221999996,57,Skagit,1970,SR-20,RHODES RD
218,-122.8986611,47.016741667,67,Thurston,2320,CLEVELAND AVE SE,
219,-122.2228861,47.304202778000004,33,King,100,4TH ST SE,D ST SE
220,-122.84943059999999,46.018441667,15,Cowlitz,1000,I-5,
221,-119.3223222,47.159261111000006,25,Grant,0,CR-AIRWAY DR NE,NOT REPORTED
222,-117.09865559999999,47.712080556000004,63,Spokane,0,SR-290,MCKENZIE RD
222,-117.09865559999999,47.712080556000004,63,Spokane,0,SR-290,MCKENZIE RD
223,-120.5708472,47.351658333,7,Chelan,0,US-97,
224,-122.66131670000001,47.437952778,35,Kitsap,0,CR-SIDNEY RD SW,
225,-119.0881278,46.998969444,25,Grant,0,CR-RD S SE,CR-RD 6 SE
225,-119.0881278,46.998969444,25,Grant,0,CR-RD S SE,CR-RD 6 SE
226,-120.01686389999999,46.305980556,77,Yakima,2220,I-82,
227,-122.06785559999999,47.81696388899999,61,Snohomish,0,SR-522,
228,-122.60318059999999,48.89595,73,Whatcom,0,I-5,
228,-122.60318059999999,48.89595,73,Whatcom,0,I-5,
229,-121.6542139,48.272980556,61,Snohomish,0,SR-530,
229,-121.6542139,48.272980556,61,Snohomish,0,SR-530,
230,-117.14385,47.66975,63,Spokane,0,CR-S HODGES,
231,-119.83365559999999,47.234027778000005,25,Grant,0,SR-28,
231,-119.83365559999999,47.234027778000005,25,Grant,0,SR-28,
232,-119.89658329999999,47.218447221999995,25,Grant,0,CR-RD 9 NW,RD S NW
232,-119.89658329999999,47.218447221999995,25,Grant,0,CR-RD 9 NW,RD S NW
233,-122.23423329999999,47.508044444,33,King,0,CR-RAINIER AVE S,
234,-122.43479170000002,47.106555556,53,Pierce,0,SR-7,166TH ST S
234,-122.43479170000002,47.106555556,53,Pierce,0,SR-7,166TH ST S
235,-122.34094440000001,47.6098,33,King,1960,1ST AVE,PINE ST
236,-122.3353361,48.34145,57,Skagit,0,I-5,
236,-122.3353361,48.34145,57,Skagit,0,I-5,
236,-122.3353361,48.34145,57,Skagit,0,I-5,
237,-122.41568059999999,47.179991666999996,53,Pierce,0,CR-GOLDEN GIVEN RD E,85TH ST E
237,-122.41568059999999,47.179991666999996,53,Pierce,0,CR-GOLDEN GIVEN RD E,85TH ST E
237,-122.41568059999999,47.179991666999996,53,Pierce,0,CR-GOLDEN GIVEN RD E,85TH ST E
238,-122.1965389,48.180522222,61,Snohomish,0,I-5,
238,-122.1965389,48.180522222,61,Snohomish,0,I-5,
238,-122.1965389,48.180522222,61,Snohomish,0,I-5,
238,-122.1965389,48.180522222,61,Snohomish,0,I-5,
238,-122.1965389,48.180522222,61,Snohomish,0,I-5,
239,-122.40503329999999,45.662469443999996,11,Clark,0,CR-NE BRADFORD RD,
240,-122.99783059999999,46.162675,15,Cowlitz,0,SR-4,
241,-119.9595111,46.297183333,77,Yakima,0,I-82,
242,-122.32998059999998,47.777638888999995,33,King,0,SR-104,1ST AVE
242,-122.32998059999998,47.777638888999995,33,King,0,SR-104,1ST AVE
242,-122.32998059999998,47.777638888999995,33,King,0,SR-104,1ST AVE
242,-122.32998059999998,47.777638888999995,33,King,0,SR-104,1ST AVE
243,-120.36451670000001,46.509402778,77,Yakima,0,CR-KONNOWAC PASS RD,
243,-120.36451670000001,46.509402778,77,Yakima,0,CR-KONNOWAC PASS RD,
244,-122.8221389,45.977772222,15,Cowlitz,0,I-5,
245,-118.51445829999999,48.598877778,19,Ferry,0,SR-20,
245,-118.51445829999999,48.598877778,19,Ferry,0,SR-20,
246,-122.61994720000001,47.657461111,35,Kitsap,0,CR-BROWNSVILLE HWY NE,HOMEPOT PL NE
247,-122.2289111,47.280155556000004,33,King,100,A ST SE,
247,-122.2289111,47.280155556000004,33,King,100,A ST SE,
248,-122.3179778,46.843169444,53,Pierce,0,SR-7,
249,-117.9195778,47.664669444,43,Lincoln,0,US-2,
250,-120.1778111,46.345586111,77,Yakima,0,I-82,
251,-117.22238059999998,47.694266667,63,Spokane,2113,SR-290,
251,-117.22238059999998,47.694266667,63,Spokane,2113,SR-290,
252,-122.395875,47.322536111000005,33,King,735,SR-509,50TH AVE SW
252,-122.395875,47.322536111000005,33,King,735,SR-509,50TH AVE SW
253,-117.56533059999998,47.993755556,65,Stevens,0,US-395,
253,-117.56533059999998,47.993755556,65,Stevens,0,US-395,
254,-122.0362028,47.819019444,61,Snohomish,0,CR-HIGH BRIDGE RD,
255,-122.18330279999999,48.02946944399999,61,Snohomish,690,SR-529,
256,-122.3085722,47.359711111,33,King,1030,SR-99,
256,-122.3085722,47.359711111,33,King,1030,SR-99,
257,-121.79885829999999,48.567233333000004,57,Skagit,0,CR-BAKER LAKE RD,
258,-122.75980279999999,47.604180556,35,Kitsap,0,CR-NW HOLLY RD,
258,-122.75980279999999,47.604180556,35,Kitsap,0,CR-NW HOLLY RD,
259,-122.60122779999999,47.603863888999996,35,Kitsap,0,CR-ILLAHEE RD NE,
260,-122.54754720000001,45.780711111,11,Clark,107,SR-503,SR-502
261,-122.49113329999999,48.783102778,73,Whatcom,110,I-5,
261,-122.49113329999999,48.783102778,73,Whatcom,110,I-5,
262,-122.4639139,47.250088889,53,Pierce,2230,S 12TH ST,
263,-118.9856028,48.050891666999995,47,Okanogan,0,SR-155,
264,-117.7740861,47.447777778,63,Spokane,0,I-90,
264,-117.7740861,47.447777778,63,Spokane,0,I-90,
264,-117.7740861,47.447777778,63,Spokane,0,I-90,
265,-117.09348329999999,46.399369443999994,3,Asotin,0,CR-BEN JOHNSON RD,PITCHSTONE DR
266,-122.88752779999999,47.573088889,35,Kitsap,0,CR-SEABECK HOLLY RD NW,
267,-119.1073139,46.212325,5,Benton,1020,US-397,COLUMBIA DR
268,-117.4112861,47.692316667,63,Spokane,2110,US-2,E PROVIDENCE
269,-121.596,48.242352778000004,61,Snohomish,0,CR-MOUNTAIN LOOP HWY,CLEAR CREEK RD
270,-119.09304170000001,46.311066667,21,Franklin,0,US-395,
271,-122.6678,47.56423611100001,35,Kitsap,180,NATIONAL AVE N,
272,-119.97451670000001,48.07614444399999,47,Okanogan,0,SR-153,
273,-122.3576972,46.965125,53,Pierce,0,SR-7,
274,-121.97483059999999,47.435805556000005,33,King,0,SR-18,
274,-121.97483059999999,47.435805556000005,33,King,0,SR-18,
275,-122.2976389,47.160691666999995,53,Pierce,1770,SR-512,
276,-122.44236670000001,46.937286111000006,53,Pierce,0,SR-702,8TH AVE
276,-122.44236670000001,46.937286111000006,53,Pierce,0,SR-702,8TH AVE
277,-122.27571110000001,47.38091944399999,33,King,1030,SR-516,
277,-122.27571110000001,47.38091944399999,33,King,1030,SR-516,
277,-122.27571110000001,47.38091944399999,33,King,1030,SR-516,
277,-122.27571110000001,47.38091944399999,33,King,1030,SR-516,
278,-119.43437220000001,47.573333333,25,Grant,0,SR-17,
279,-122.66863889999999,45.662552778,11,Clark,0,CR-NE HAZEL DELL AVE,
280,-119.26126670000001,47.219083333,25,Grant,0,CR-RD 9 NE,
281,-122.19545829999998,48.820641667,73,Whatcom,0,SR-542,
282,-119.7175361,48.102330556000005,47,Okanogan,0,SR-97,
283,-122.27254440000002,47.482208333,33,King,2310,I-5 RAMP,
284,-122.33929440000001,48.507869443999994,57,Skagit,0,I-5,
284,-122.33929440000001,48.507869443999994,57,Skagit,0,I-5,
284,-122.33929440000001,48.507869443999994,57,Skagit,0,I-5,
284,-122.33929440000001,48.507869443999994,57,Skagit,0,I-5,
284,-122.33929440000001,48.507869443999994,57,Skagit,0,I-5,
285,-122.20538329999998,47.442366666999995,33,King,1830,SE CARR RD,103RD AVE SE
285,-122.20538329999998,47.442366666999995,33,King,1830,SE CARR RD,103RD AVE SE
286,-120.57834720000001,47.367363888999996,7,Chelan,0,SR-97,
287,-121.99954170000001,47.533583333,33,King,0,I-90,
288,-122.4392778,47.228752778,53,Pierce,2230,TACOMA AVE S,
289,-120.16758059999998,47.885569444,7,Chelan,0,CR-MANSON BLVD,
290,-122.1170972,48.205944444,61,Snohomish,0,SR-530,
290,-122.1170972,48.205944444,61,Snohomish,0,SR-530,
290,-122.1170972,48.205944444,61,Snohomish,0,SR-530,
290,-122.1170972,48.205944444,61,Snohomish,0,SR-530,
291,-122.15635,47.468441667,33,King,1830,SR-169,140TH WAY SE
292,-118.38902220000001,46.023888889,71,Walla Walla,0,SR-125,OLD MILTON HWY
292,-118.38902220000001,46.023888889,71,Walla Walla,0,SR-125,OLD MILTON HWY
292,-118.38902220000001,46.023888889,71,Walla Walla,0,SR-125,OLD MILTON HWY
292,-118.38902220000001,46.023888889,71,Walla Walla,0,SR-125,OLD MILTON HWY
293,-122.37621940000001,47.668672222,33,King,1960,NW MARKET ST,15TH AVE NW
293,-122.37621940000001,47.668672222,33,King,1960,NW MARKET ST,15TH AVE NW
293,-122.37621940000001,47.668672222,33,King,1960,NW MARKET ST,15TH AVE NW
293,-122.37621940000001,47.668672222,33,King,1960,NW MARKET ST,15TH AVE NW
295,-120.87756940000001,47.166125,37,Kittitas,0,I-90,
